No(idではない),name,ingredients,brand_name,production_area_name,food_type_name,calorie,target_age,rakuten_name,rakuten_item_code,medium_image_url,min_price,max_price,median_price,add_date
31,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　まぐろ節・かつお節バラエティ,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー、まぐろ節パウダー、かつお節パウダー、ほたてエキスパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　まぐろ節・かつお節バラエティ,pets-kojima:10092639,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651724.jpg,338,5449,490,2023-08-01 23:20:49 +0900
32,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　チキンバラエティ,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー、まぐろ節パウダー、かつお節パウダー、ほたてエキスパウダー）、チキンエキスパウダー、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　チキンバラエティ,rakuten24:11015446,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651717.jpg,178,4936,391,2023-08-01 23:20:49 +0900
33,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　かつお節バラエティ,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー、かつお節パウダー、かつお節エキスパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、チキンエキスパウダー、酵母細胞壁、昆布エキスパウダー、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　かつお節バラエティ,rakuten24:11015445,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651700.jpg,338,6468,470,2023-08-01 23:20:49 +0900
34,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　まぐろ節バラエティ,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー、まぐろ節パウダー、ほたてエキスパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、チキンエキスパウダー、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　まぐろ節バラエティ,rakuten24:11015444,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651694.jpg,338,4936,455,2023-08-01 23:20:49 +0900
35,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　子ねこ用　まぐろ節ミックス味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、まぐろ節パウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、ミルクカルシウム、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,子猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　子ねこ用　まぐろ節ミックス味,rakuten24:11015443,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/2811/280767-1.jpg,390,5430,572,2023-08-01 23:20:49 +0900
36,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　本格鰹だし味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー、かつお節エキスパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、昆布エキスパウダー、殺菌乳酸菌、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　本格鰹だし味,chanet:11083194,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/2727/272240-1.jpg,170,10900,2200,2023-08-01 23:20:49 +0900
37,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　かつお節ミックス味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、かつお節パウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　かつお節ミックス味,pets-kojima:10092633,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651663.jpg,349,5430,470,2023-08-01 23:20:49 +0900
38,チャオ　すごい乳酸菌　すごい乳酸菌クランキー　まぐろ節ミックス味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、まぐろ節パウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、殺菌乳酸菌、酵母細胞壁、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤,いなばペットフード,日本,ドライ,350,成猫,チャオ すごい乳酸菌 すごい乳酸菌クランキー　まぐろ節ミックス味,pets-kojima:10092632,https://thumbnail.image.rakuten.co.jp/@0_mall/pets-kojima/cabinet/07/07651656.jpg,349,4936,433,2023-08-01 23:20:49 +0900
39,チャオ　すごい乳酸菌　クランキー牛乳パック　チキン味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、チキンエキスパウダー、酵母細胞壁、殺菌乳酸菌、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤、緑茶抽出物（ガレート型カテキン含有）,いなばペットフード,日本,ドライ,350,全年齢,チャオ すごい乳酸菌 クランキー牛乳パック　チキン味,chanet:11073146,https://thumbnail.image.rakuten.co.jp/@0_mall/chanet/cabinet/2655/265244-1.jpg,537,8618,891,2023-08-01 23:20:49 +0900
40,チャオ　すごい乳酸菌　クランキー牛乳パック　ほたて味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、ほたてエキスパウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、酵母細胞壁、殺菌乳酸菌、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤、緑茶抽出物（ガレート型カテキン含有）,いなばペットフード,日本,ドライ,350,全年齢,チャオ すごい乳酸菌 クランキー牛乳パック　ほたて味,ehac:10192782,https://thumbnail.image.rakuten.co.jp/@0_mall/ehac/cabinet/gazo74/4901133735332.jpg,537,6180,968,2023-08-01 23:20:49 +0900
41,チャオ　すごい乳酸菌　クランキー牛乳パック　かつお節味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、かつお節パウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、酵母細胞壁、殺菌乳酸菌、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤、緑茶抽出物（ガレート型カテキン含有）,いなばペットフード,日本,ドライ,350,全年齢,チャオ すごい乳酸菌 クランキー牛乳パック　かつお節味,matsukiyo:10532907,https://thumbnail.image.rakuten.co.jp/@0_mall/matsukiyo/cabinet/d0076/4901133735325_1.jpg,418,10959,757,2023-08-01 23:20:49 +0900
42,チャオ　すごい乳酸菌　クランキー牛乳パック　まぐろ節味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、まぐろ節パウダー、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、酵母細胞壁、殺菌乳酸菌、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、アミノ酸類（メチオニン、タウリン）、pH調整剤、緑茶抽出物（ガレート型カテキン含有）,いなばペットフード,日本,ドライ,350,全年齢,チャオ すごい乳酸菌 クランキー牛乳パック　まぐろ節味,matsukiyo:10532906,https://thumbnail.image.rakuten.co.jp/@0_mall/matsukiyo/cabinet/d0076/4901133735318_1.jpg,537,5864,747,2023-08-01 23:20:49 +0900
43,チャオ　クランキー　500gかつお節入り　チキンミックス味,穀類（とうもろこし、小麦粉、パン粉等）、魚介類（フィッシュミール、フィッシュエキス、かつお節、フィッシュパウダー）、ミートミール、動物性油脂、豆類（脱脂大豆等）、ビール酵母、タンパク加水分解物、チキンエキスパウダー、酵母細胞壁、殺菌乳酸菌、植物発酵抽出物、ミネラル類（カルシウム、リン、カリウム、鉄、亜鉛、銅、ヨウ素）、ビタミン類（A、D、E、K、B1、B2、B6、葉酸、コリン）、pH調整剤、アミノ酸類（メチオニン、タウリン）,いなばペットフード,日本,ドライ,350,全年齢,チャオ クランキー　500gかつお節入り　チキンミックス味,akibaoo-r:11636330,https://thumbnail.image.rakuten.co.jp/@0_mall/akibaoo-r/cabinet/gi3100/4901133501647.jpg,593,660,660,2023-08-01 23:20:49 +0900
